Id,StartTime,KeyPressed,FullWord,EndTime,FlightTime,KeyHoldTime,DeviceId,CreatedAt,ModifiedAt,KeyEncoded,HMM_LogLikelihood_PerUser,HMM_HiddenState,HMM_HiddenState_TransitionCount,HMM_HiddenState_Duration,TypingSpeed,KeySequenceChangeRate,InterKeyInterval_Mean,InterKeyInterval_Std,Burstiness,TransitionEntropy,DominantHiddenState,TimeSinceLastKeyPress,AvgSessionLength
33,1737543353190,y,Okay,1737543353408,-0.03454600318975821,-0.03747899753595964,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,57,29071.893107026444,2,8,12.307304785894207,-28.94690869178372,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.3808662520047311,51.43157894736842
34,1737543353408,,Okay,1737543354078,-0.03375407245455266,-0.037209023480383976,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,60,29071.893107026444,2,8,12.307304785894207,-29.626054792245448,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.3463202488149729,51.43157894736842
35,1737543354078, ,Okay ,1737543354090,-0.03490692737438728,-0.037950501520345306,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,1,29071.893107026444,2,8,12.307304785894207,-28.647608804828327,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.3125661763604203,51.43157894736842
36,1737543354090,…,Search…,1737543381680,0.013411359828043038,0.003990538381056917,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,59,29071.893107026444,0,8,12.307304785894207,74.56365445575538,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.277659248986033,51.43157894736842
37,1737543381680,Backspace,I,1737543382667,-0.03319866970441957,-0.03534962470325019,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,2,8,12.307304785894207,-30.12168887799968,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.29107060881407604,51.43157894736842
38,1737543382667,…,Search…,1737543383186,-0.03401863338600407,-0.03738393624878511,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,59,29071.893107026444,2,8,12.307304785894207,-29.395654688804154,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.25787193910965645,51.43157894736842
39,1737543383186,Backspace,k,1737543428208,0.043953254907917044,0.030501230148289583,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,1,8,12.307304785894207,22.75144359831872,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.22385330572365236,51.43157894736842
40,1737543428208,e,ke,1737543428225,-0.034898167078643856,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,38,29071.893107026444,2,8,12.307304785894207,-28.654800057162774,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.2678065606315694,51.43157894736842
41,1737543428225,y,key,1737543428230,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,57,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.23290839355292553,51.43157894736842
42,1737543428230,s,keys,1737543428234,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,51,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.19798920176449747,51.43157894736842
43,1737543428234,t,keyst,1737543428239,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,52,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.1630682579169207,51.43157894736842
44,1737543428239,r,keystr,1737543428244,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,50,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.12814906612849264,51.43157894736842
45,1737543428244,i,keystri,1737543428249,-0.034919191788428075,-0.03796951377778021,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,42,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.09322987434006456,51.43157894736842
46,1737543428249,k,keystrik,1737543428254,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,44,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.05831068255163649,51.43157894736842
47,1737543428254,e,keystrike,1737543428259,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,38,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,0.023391490763208414,51.43157894736842
48,1737543428259,Backspace,keystrik,1737543428264,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.011527701025219661,51.43157894736842
49,1737543428264,Backspace,keystri,1737543428269,-0.034919191788428075,-0.03796951377778021,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.046446892813647736,51.43157894736842
50,1737543428269,Backspace,keystr,1737543428274,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.08136608460207581,51.43157894736842
51,1737543428274,o,keystro,1737543428279,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,48,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.11628527639050389,51.43157894736842
52,1737543428279,k,keystrok,1737543428284,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,44,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.15120446817893196,51.43157894736842
53,1737543428284,e,keystroke,1737543428290,-0.03491743972927939,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,38,29071.893107026444,2,8,12.307304785894207,-28.638984065073593,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.18612365996736002,51.43157894736842
54,1737543428290, ,keystroke ,1737543428295,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,1,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.2210410996966394,51.43157894736842
55,1737543428295,s,keystroke s,1737543428300,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,51,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.2559602914850675,51.43157894736842
56,1737543428300,Backspace,keystroke ,1737543428305,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,21,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.29087948327349555,51.43157894736842
57,1737543428305,a,keystroke a,1737543428310,-0.034919191788428075,-0.03796571132629323,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,34,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.3257986750619236,51.43157894736842
58,1737543428310,p,keystroke ap,1737543428316,-0.03491743972927939,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,49,29071.893107026444,2,8,12.307304785894207,-28.638984065073593,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.3607178668503517,51.43157894736842
59,1737543428316,p,keystroke app,1737543428321,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 10:57:09.733,2025-01-22 10:57:09.733,49,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.3956353065796311,51.43157894736842
60,1737543428321,Backspace,keystroke ap,1737543562650,0.20042440129951342,0.1152578737930997,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,1,8,12.307304785894207,4.989412434395171,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.43055449836805915,51.43157894736842
61,1737543562650,Backspace,keystroke a,1737543562656,-0.03491743972927939,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.638984065073593,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.23013009706854573,51.43157894736842
62,1737543562656,Backspace,keystroke ,1737543562660,-0.03492094384757676,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.2650475367978251,51.43157894736842
63,1737543562660,Backspace,keystroke,1737543562664,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.2999684806454019,51.43157894736842
64,1737543562664,Backspace,keystrok,1737543562667,-0.03492269590672544,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.33488942449297865,51.43157894736842
65,1737543562667,Backspace,keystro,1737543562671,-0.03492094384757676,-0.03796190887480625,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.36981212039970407,51.43157894736842
66,1737543562671,Backspace,keystr,1737543562674,-0.03492269590672544,-0.037973316229267196,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.40473306424728084,51.43157894736842
67,1737543562674,Backspace,keyst,1737543562677,-0.03492269590672544,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.43965576015400626,51.43157894736842
68,1737543562677,Backspace,keys,1737543562681,-0.03492094384757676,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.4745784560607317,51.43157894736842
69,1737543562681,Backspace,key,1737543562684,-0.03492269590672544,-0.03796571132629323,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5094993999083084,51.43157894736842
70,1737543562684,Backspace,ke,1737543562687,-0.03492269590672544,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5444220958150339,51.43157894736842
71,1737543562687,Backspace,k,1737543562691,-0.03492094384757676,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.5793447917217593,51.43157894736842
72,1737543562691,…,Search…,1737543562694,-0.03492269590672544,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,59,29071.893107026444,2,8,12.307304785894207,-28.6346736423467,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.6142657355693361,51.43157894736842
73,1737543562694,Backspace,c,1737543562698,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,21,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.6491884314760615,51.43157894736842
74,1737543562698,a,ca,1737543562703,-0.034919191788428075,-0.03796190887480625,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,34,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.6841093753236382,51.43157894736842
75,1737543562703,n,can,1737543562708,-0.034919191788428075,-0.03796951377778021,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,47,29071.893107026444,2,8,12.307304785894207,-28.63754711331525,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.7190285671120663,51.43157894736842
76,1737543562708, ,can ,1737543562712,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,1,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.7539477589004944,51.43157894736842
77,1737543562712,s,can s,1737543562716,-0.03492094384757676,-0.03796571132629323,6PREUN,2025-01-22 11:12:14.053,2025-01-22 11:12:14.053,51,29071.893107026444,2,8,12.307304785894207,-28.63611030574685,0.00020466639377814163,-0.0066148401159704375,0.9832014166894241,1.0135468585676857,0.2992066302144725,2,-0.7888687027480711,51.43157894736842
